,Response
6077468,0
1377162,0
9392218,1
4098671,0
11091567,0
1057062,0
9811984,1
9933328,0
9779599,0
806237,1
8862820,0
3000302,0
6634245,0
11279951,0
9503492,1
8560985,0
7578374,0
4764121,0
5053675,0
8011937,0
7464214,0
11421335,0
9418518,0
6987232,0
3073852,0
8630327,0
3445624,1
8328381,0
5232361,0
1249926,0
6020897,0
7204291,0
1350180,0
2897963,0
5195782,0
11328938,0
6602902,0
8636636,0
7256016,0
2154208,0
3370117,0
2902659,0
9266154,0
4305028,0
6472898,1
2114503,0
4599440,0
8456089,0
2159281,0
2543564,0
7615154,0
2212853,0
10095583,0
1145883,0
5430471,0
1805828,0
4627370,1
7733203,0
7542026,0
6530062,0
7362550,0
1111897,0
9447529,1
3061020,0
3287367,0
9131730,0
4328165,0
5837622,0
723925,1
5729614,0
2874319,0
9421754,1
10324453,0
2446166,0
10621228,0
6237136,0
4888738,0
6930818,0
7998408,0
4583758,1
4358937,1
3731673,0
6635958,0
3791778,0
2439800,1
1278932,0
8361620,0
6819135,1
7327204,0
7708122,0
5140801,0
551606,0
3458885,0
8339365,0
10229594,0
2614772,0
4933839,0
5443644,0
5982640,0
4035250,0
6567388,0
7165995,0
1688987,0
4554932,0
3841433,0
4902928,1
4067431,1
7431686,0
6771210,0
3259248,0
1201527,0
2856643,0
1699944,0
9492475,0
6729782,1
3933897,0
924359,0
4233026,0
5837814,1
9545893,0
10753827,0
6956703,0
7174955,0
2816646,0
7169144,0
5101267,1
9021695,1
4631895,0
2543940,0
2956364,0
3412116,0
10367287,0
863072,0
10469749,0
6977687,0
10561289,0
10170674,1
7193294,0
3290863,0
6135521,0
9219096,0
8923984,0
2085039,0
6755524,0
2088189,0
4854236,1
10052998,1
5102766,0
478154,1
10217232,0
2002423,0
1755209,0
10430313,0
5254523,1
11188345,0
5246701,0
7631278,0
3927142,0
3014093,0
1509271,0
8039717,0
11404322,0
354025,0
5975756,0
10528202,0
1649163,0
1071744,0
6251270,0
3552719,0
6896276,0
9076636,0
3471035,0
3663000,0
3723454,0
5091614,0
1067040,0
1660866,0
536812,0
938585,0
1212609,0
1080693,0
10425699,0
4758839,0
2317549,0
8523496,0
317737,0
3545549,0
5063569,0
8952834,0
5983718,0
793401,0
5748258,0
711054,0
1541481,0
4285913,0
2171541,0
10762385,0
7600003,0
3847870,0
10630606,0
5143017,0
10198250,0
6850074,0
7406824,0
10306616,0
6699498,0
4152589,0
9840622,1
8236909,1
8327566,1
10628032,0
4243456,0
407148,0
6043316,0
5279264,0
2753795,1
548255,1
9002547,0
6949929,0
5607750,0
1208564,0
1169501,0
5700263,0
3147705,0
472312,0
330866,0
11329351,0
2213318,0
8178966,0
6350197,1
10959135,0
7338594,0
1137793,0
6061283,0
10699604,0
7581873,0
494266,0
1341708,0
387625,0
5470481,0
1759751,1
4013385,1
9790909,0
10456905,0
2029883,0
7567160,0
5387590,0
10614953,0
6246762,0
6550968,0
5493490,0
1917848,0
9860124,0
9297359,0
7634574,0
4024244,0
3154842,0
1445324,0
4451858,0
4431987,0
9739138,0
3823117,0
7389946,0
1365448,0
2621716,0
3448805,1
4989169,0
10722102,0
4652113,0
5781541,0
6470998,0
476521,1
8229751,0
7232810,0
2832250,0
2600531,0
1180822,0
2005637,0
4780232,0
7444615,0
5581622,0
1872011,0
10378410,0
11472683,1
640744,0
334836,1
8848930,0
5974664,1
592163,0
2017390,0
4788516,0
9249987,0
1927982,0
404066,0
4147353,0
6750469,0
6657323,0
2449339,1
7663802,0
3286648,0
7115814,0
3263238,0
7135434,0
1665199,0
7450243,0
11191420,0
5962937,0
6834657,0
5216353,0
8962702,0
11228517,0
3448658,0
6645059,0
1238574,0
777218,0
1955003,0
9988345,0
8974224,0
571880,0
4270836,0
11085016,0
10274747,0
6474884,0
10682290,0
7138186,0
284375,0
6036522,0
1641817,0
3940409,1
4603299,0
10814900,0
8369584,0
9207468,0
4052511,0
437733,1
6334477,0
2583015,0
9703900,1
4782518,0
9275726,0
2846593,0
3159549,0
2855304,0
6071825,0
8906468,0
3245635,0
9834581,0
5613901,0
4263406,0
9253378,0
11165348,0
2978821,0
2822327,1
3785526,0
3922147,0
5707360,0
1477928,0
1813711,0
7466939,0
10055000,0
11188363,0
5641717,0
8526286,0
7090645,0
9472431,0
10009717,0
7873264,0
8984297,0
4333620,0
1883052,0
4500813,0
7772361,0
3391873,0
8848811,0
3540774,0
10167661,0
7785128,0
4251562,0
4271256,0
4348817,0
4084371,0
7757745,0
7917487,0
3442574,1
6486445,0
6059821,1
833705,0
1664122,0
1629851,0
1735266,1
2270000,0
10751056,0
7164639,1
6221658,0
3560011,0
475905,0
108900,0
5803346,0
8386872,0
3124470,1
1032691,0
455553,0
7845512,1
3397695,0
4089266,0
8201917,0
8725381,0
10211162,1
6408142,0
7548598,0
6694880,0
1026752,0
8593437,0
7125007,0
786232,0
7511302,0
8317226,0
7884071,0
2811264,0
4763052,0
8518516,0
7658601,0
3633409,0
4255215,1
2717552,0
1992954,0
1150703,0
5500110,0
8657660,0
650246,0
8477132,0
7048575,0
8149275,0
7912384,1
451243,0
11273849,0
6572234,0
6828464,1
8577936,1
6158413,0
11447131,0
6180544,0
8565530,0
4428273,0
7082841,0
9266448,0
8370189,0
10048836,0
1332834,0
10843384,1
5393395,0
871240,0
1991988,0
8773133,0
10480846,0
6194081,1
1730623,0
2762278,0
4799689,0
6041734,0
10088636,0
8704431,0
7515898,0
713177,0
10195251,1
1605627,0
3268606,0
521933,0
1849259,0
6730908,0
10982130,0
2419726,0
6308482,0
7713042,0
2536033,1
8308737,0
5999585,0
10114236,1
7433788,0
3977025,0
1595867,0
2273811,0
8422711,0
1237294,0
5561505,1
7874841,0
9612676,0
1911652,0
11078101,0
8702354,0
8086983,0
6594836,0
432752,0
5251325,0
9368195,1
2011821,0
2952889,0
6728149,0
5683206,1
6704690,0
6855227,0
2951580,0
2220952,0
9252240,0
4800289,0
1072373,0
8167053,0
10892640,0
6473354,0
1717814,0
1908606,0
10413660,1
2871007,0
6873148,0
3420977,0
1091579,0
2323960,0
1154874,0
10885035,0
6384173,0
10612912,0
9556397,0
6703238,1
3827396,1
430938,0
6015123,0
926582,0
6570804,1
1711855,0
4716879,1
10789144,0
5146309,0
5620114,0
10672211,0
725592,0
6226392,1
5796357,0
5594127,0
10155655,0
6015432,0
6941204,0
3844090,0
2523879,0
9181991,0
8335018,0
4542488,0
5918487,0
4452975,0
8382544,0
2143095,0
11027092,0
213983,0
5384281,0
1548492,0
4073052,0
11282418,0
7576828,0
2804202,0
8543697,0
1898851,0
7136778,0
8290451,0
10446308,0
6269036,0
7390608,1
2381997,0
5995271,0
8257312,0
1703516,1
4592246,0
1758704,1
8758711,0
8281448,0
10046982,0
5790196,0
9377544,0
11409082,0
8308943,0
11400573,0
6596969,0
9950602,0
136880,1
10855406,0
7910664,0
10704132,0
4963486,0
2810152,0
613226,0
6325218,0
8815271,0
2143787,0
3261946,0
6313880,0
1828984,0
9047884,0
6922317,0
7531270,0
1436606,0
3693058,0
8477773,0
8582537,0
6504083,0
8934075,0
2356225,0
8752277,0
4569991,0
5248585,1
1245846,0
4289794,1
7368512,0
3286470,0
2693233,0
5930766,0
2414805,0
7674670,1
1844700,0
4596535,0
2245927,0
10563408,0
8347605,0
1962530,0
839687,0
8869449,0
8497580,0
10437127,0
9265285,1
4985638,1
7292596,0
7678634,0
3698953,0
38560,0
829673,0
11440587,1
1363997,0
6070408,0
3771444,0
8808657,0
3425277,0
5082140,0
10219881,0
437217,0
9072629,0
8117964,0
8498429,0
10790298,0
5753920,1
11055632,0
2982523,0
1274656,0
6806893,0
10518077,0
6106046,0
11440795,0
3950707,0
5330984,1
7338834,0
1137,0
3354776,0
5909061,0
2124239,0
6878992,0
6965375,0
10330448,0
4953246,1
11053875,0
3526326,0
1150332,0
890348,0
5280750,0
3456777,0
9901563,0
2862664,0
6934988,1
2800860,0
6906327,0
1934352,1
7648959,0
3164148,0
1429042,0
3726576,0
845723,1
798393,0
6269722,0
8407452,0
9280731,1
4082749,0
11479628,0
3055334,0
5255994,0
4258619,1
10206795,0
6894622,0
3442387,0
2585684,0
11264787,0
2183490,0
5243829,0
8153843,0
10364577,0
3459118,0
9108353,0
10626966,0
8014497,1
6612742,0
5216321,0
3952457,0
11072540,0
5762521,0
4717610,0
2976667,0
2549952,0
10162733,0
1121873,0
4426933,0
5779982,0
7349191,0
8222225,0
9895749,0
4903929,0
8059250,1
2758054,0
1504486,0
8101193,0
9825868,0
2013717,0
10807546,0
9108013,1
7412700,0
2947187,0
1901002,1
10319320,0
5176868,0
960672,1
5020696,0
7874031,0
7968379,0
10971717,0
1195285,0
4545877,1
9360229,0
3791876,0
4465669,0
1092297,0
6135728,0
3929071,0
4516902,0
8867307,0
2076729,0
7084727,0
7932430,0
914681,0
6634920,0
3662390,0
2717700,0
10836581,0
8488881,0
2895815,0
3062664,0
10393492,0
338135,0
9060771,0
7358524,0
1762856,0
7544339,0
3771646,1
7968759,0
6968189,0
8006345,0
1737626,0
777229,1
7095441,0
3270234,0
9423130,1
8677965,0
1303316,0
22926,0
1799531,0
1649444,0
7317488,0
3989186,0
6274725,0
1728696,1
3112710,0
5280941,0
1968154,0
832674,0
8773437,0
14356,0
4953037,0
8506822,0
569705,0
4454301,0
1332573,0
9803206,0
10591001,0
9511821,1
5650472,0
7225380,0
5943125,0
5028599,0
2940680,1
10316648,0
2591026,0
486549,0
1282336,0
11333813,0
10786308,1
4949859,0
4959667,0
6410865,0
11042763,0
1179337,0
2265999,0
10789339,0
11187275,0
6423842,0
7082964,1
9912404,0
2739248,0
10036725,1
7114011,0
7597183,0
10782490,0
9946614,0
5759459,0
3986359,0
5497667,0
5284671,0
24103,0
10444386,0
4846823,0
520208,0
5856815,0
3017115,1
6357399,0
113012,0
4592614,0
11114370,0
8586138,0
10855667,0
9370220,0
475267,0
8376725,0
9275327,1
9710478,1
3073783,0
4416495,0
9243276,0
3458980,1
9686460,1
6368221,0
7139738,0
7801680,0
7398051,0
10473576,0
3061803,0
10745923,0
3143786,0
772801,0
6529962,0
624570,0
6369683,0
11478598,0
8650421,0
7445366,0
2094513,0
6132867,0
1275456,0
7526665,0
666152,0
7351236,1
11084550,0
2228130,1
10768275,0
223714,0
4359508,1
9362457,0
2782360,0
4532041,0
5133960,0
6640602,0
2634495,0
5399205,0
7230669,0
3680908,0
1460515,1
4289992,0
9257739,1
7266922,0
4569819,0
4151477,1
6477493,0
8024499,0
11050759,0
7955715,0
7936554,0
5248905,0
6387826,0
1749384,0
9619595,0
288300,0
2551183,1
10620592,0
385962,0
1978886,0
5826431,0
705255,0
6576623,0
1799434,0
5952695,1
3145193,0
3520129,0
5614726,0
4838793,0
10238547,0
9757485,0
6418532,0
10531918,1
10674731,0
7437285,0
9470594,0
1420218,0
4926955,0
9690716,0
9502599,1
7380091,0
9663441,1
8896441,0
10687663,1
2201914,0
8925887,0
3005148,0
8397165,0
10202499,0
323992,1
10741895,1
9920184,0
8079435,0
9522347,1
8434451,0
1963385,0
11183500,0
8566141,0
718751,0
5701920,0
3589685,0
9160612,0
7351938,0
4601552,0
5527523,0
7350165,0
7544979,0
6303649,0
11108696,1
10042253,0
9421591,0
3902195,0
4832631,0
5531286,0
7329844,0
8868791,0
4739775,0
638215,0
2161719,0
9305329,0
5067077,0
3464951,0
2272153,0
7553794,0
2454562,0
9202022,0
4749106,1
8723656,0
4024340,0
1877841,0
1518028,1
3724899,0
7170864,0
7720652,0
9692287,0
6920262,0
10628020,0
4629786,0
7912673,0
1137679,0
4357452,0
5107787,0
10292594,0
7506435,0
4579488,0
5507113,0
1950177,1
1470329,0
115589,1
7558439,0
5012432,0
11376385,0
10486091,0
9929248,0
11397013,0
679579,0
218429,0
1835600,0
4020656,0
10679833,0
3376205,0
9815768,0
10513192,0
7972741,0
9665015,0
2503836,0
535088,0
9095802,0
520547,0
1088611,0
4363828,0
4137076,0
6424045,0
16783,0
3782643,0
5090623,0
5887254,0
5730786,0
1988705,0
3014566,0
5171255,0
5989083,0
11429662,0
465483,1
2363085,1
5786359,1
5950495,0
4600344,0
9251774,0
10725809,0
8933043,0
3062703,0
6729196,1
5392220,0
4364435,0
5970106,0
2237870,0
9881666,1
10693405,0
3342588,1
8100233,0
1455442,0
9126088,0
9558000,0
1544072,0
5321723,1
5032672,0
43522,0
8375306,0
4165453,0
837095,1
8475968,0
3858488,0
11400313,0
1424738,0
1187350,0
4365576,0
5603532,0
11292321,1
5800254,0
2535267,0
2393406,0
8954185,1
11068538,1
9922201,0
6340648,0
10606481,0
8026475,0
3121400,0
6330295,0
4105144,0
7473635,0
5548198,0
8810290,0
5009514,0
1360606,0
10672349,0
6391145,0
3808023,0
4071379,0
7170978,0
10347180,1
11168002,0
7686062,0
5662550,0
7744009,1
3972338,0
8473138,1
3300003,0
2740585,0
3396677,0
8705320,0
2850354,1
609264,0
5514503,0
9293202,0
3020343,0
11485114,0
10953070,0
2529528,0
1805717,0
1055641,0
753460,0
1010795,0
10485031,1
8065141,0
9783266,0
8051385,0
9219996,0
8971421,0
10440727,0
9504193,0
8605416,0
10383409,1
4542638,0
1731402,0
3304654,0
4943924,0
9052139,0
3326333,0
6422129,0
9888190,0
10712972,0
2516579,0
2228411,0
2735257,0
3723852,1
2366960,0
1548188,0
6584318,1
6126685,0
8982414,1
4462745,1
9009533,0
3135752,0
1779887,0
9911887,0
11316168,0
6181421,0
3268562,0
9812180,0
5856197,0
9468184,0
5887030,0
3406133,0
1226724,0
4227641,1
4615590,1
4148934,0
9420803,0
1848993,0
748883,0
9422996,1
1995368,0
7549497,0
1492193,0
10289891,0
1982331,0
6505343,0
5313016,0
10660017,0
4271591,0
103716,0
5442835,0
4418688,0
3941081,0
3969542,0
7364450,0
11129949,0
2231532,0
9539315,0
2546339,0
4860845,0
7055256,0
10614351,0
3234241,0
1213994,0
10966418,0
5221259,0
9836066,0
176521,0
3248586,0
9830765,0
2784310,0
3117657,0
931386,0
7006036,0
10580923,0
5020225,0
9551087,0
9829310,0
9796075,0
11099327,0
4035395,0
818136,0
9599343,0
11026909,0
3429193,0
7749209,0
4843816,0
9195275,0
6840494,0
2150820,0
6605765,0
9456597,1
3311290,0
2029113,0
1544460,0
7430537,0
256316,0
4003427,0
1395335,0
9373113,0
1785886,0
6665863,0
9774980,0
4023447,0
2960239,0
7634359,0
10117507,0
3576604,0
9928572,1
10809092,1
11206209,0
9780093,0
4322473,0
1127147,1
4982308,0
630071,0
6652652,0
9976929,0
10628734,0
7274027,1
11335951,1
10651939,0
6155728,0
4639230,0
9327495,0
3806332,0
1708518,0
8222478,0
7538803,1
8450268,0
2661365,0
1040197,0
10083294,0
5282129,0
1274375,0
7606487,1
4427699,0
10174098,0
939222,0
11350260,0
4268560,0
5894060,0
1819101,0
9858793,0
2075735,1
10763802,0
8663177,1
9246002,0
3558904,1
1627660,0
9250577,0
6128786,0
7709627,1
10046698,0
10980545,1
1849252,0
8128630,0
5863692,1
10024321,0
2614178,0
9259481,0
7687051,0
7590844,0
4676872,1
6044363,0
2110679,0
9628939,0
323892,0
9558216,0
9863375,0
10892180,1
103187,0
8140106,0
3426296,0
2950286,0
703344,1
8498286,0
2753013,0
1222812,0
646966,0
531789,0
7540113,1
10406438,0
8724013,0
2651568,0
6645630,0
2125649,0
4491013,0
4781037,0
6847991,0
9741723,1
6098338,0
70006,0
8580217,0
1475943,0
6678618,0
8776295,0
843755,0
570660,0
11349373,0
8457922,0
1782078,1
11169662,1
619108,0
1258099,0
6680113,1
1842308,0
1192730,0
7305406,0
9358132,1
8539758,0
10874453,0
886220,0
3991634,0
5407516,0
5064853,0
2042577,0
241016,0
2842045,0
5804968,0
4663718,1
1807204,1
252379,0
7786265,0
8749772,0
2393562,0
5150578,0
2394863,0
2701654,0
1170388,0
3888104,0
3526370,1
8087576,0
3070447,0
11353212,0
6068810,0
9126746,1
3695742,0
2436144,0
5912290,1
10772015,0
2109231,0
5306248,0
8412883,0
2789829,0
4679317,0
9427319,1
5140002,0
2991834,0
548599,0
10871237,0
10819410,0
3502894,0
6582020,1
7249694,1
6666601,0
6693275,0
6883349,0
9702063,0
10166950,0
2757117,0
5878642,0
469581,0
4102818,0
6995550,0
8853378,0
6678451,0
2324289,0
9845601,0
3541207,0
6614901,0
1216659,0
9493861,0
9595029,0
6970889,0
10776637,0
2244983,0
8986794,0
864801,1
3803790,0
7366664,0
8715302,0
1334066,0
9429728,0
7110071,0
10891591,0
554778,0
5963541,0
8452390,0
6822986,0
7247904,0
5370494,0
3464858,0
7919706,0
9772999,0
1872666,0
4589636,0
5085044,0
4006173,0
7953655,0
7136552,0
1809248,0
1807005,0
10096451,0
11377847,0
8161167,0
3662141,0
100707,0
6673697,0
4118344,0
4413727,0
1665331,0
3730964,0
4765768,0
10177710,0
2903784,0
3454147,0
4626674,1
6599199,0
1168273,0
5196079,0
9102738,0
9813883,0
7641772,0
133658,0
6136056,0
11437543,0
3236793,0
8835041,0
4768005,0
7113432,1
2935542,0
11026235,0
1524982,0
7273646,0
8796005,0
2981583,1
10530738,1
1703258,0
6694308,0
5128292,0
5720906,0
9977585,0
5162710,0
4216009,0
5427447,0
9897332,1
324610,0
1115338,0
11001417,0
9759455,0
4047979,1
9924490,0
5705752,0
185730,0
7043599,0
10438462,1
6994786,0
655808,0
2728036,0
5546995,0
6733751,1
7186633,0
11456772,0
7130408,1
5734223,0
2221380,0
9090285,0
787760,0
10705295,0
9726188,0
10216241,0
4636774,1
6832747,0
11268039,0
7284212,0
9626312,0
5938184,1
5933764,0
6124642,0
2180413,0
4313308,0
526832,0
10881664,0
8220529,0
11065557,0
5888319,0
928225,0
6999451,0
6578628,0
9696227,1
87191,0
3013214,0
3901915,0
8808110,0
1109489,0
5167488,0
1760887,0
171046,0
4211893,0
4395724,1
8555382,0
1191377,0
5227146,0
4388790,0
8691090,1
8363018,0
2057672,0
2408466,0
3387459,0
10468557,0
526497,0
7706246,0
11294578,0
2116852,1
10638440,0
6462817,0
7395033,0
4702574,0
7677900,0
7851891,0
1602813,0
7423691,0
9828449,0
5718743,0
4211570,0
7406546,0
565908,0
9064944,0
8183204,0
517810,0
3492244,0
7875933,0
137325,0
4257346,0
11106148,0
9280419,0
8110131,0
8683263,0
6295567,0
2754056,0
4893451,0
9984425,0
1804444,0
3318225,0
3579342,0
6990233,0
1443481,0
5688964,0
4207397,0
882779,0
8733864,0
7786167,0
6355359,0
3525578,0
3780059,0
4546291,0
9936034,0
4980599,0
2433928,1
7849242,0
97153,1
10437771,1
8037452,0
3325689,0
1600431,0
3897206,0
6633587,0
7346766,0
6992769,0
10965546,1
1303163,0
1972274,0
427968,0
590075,1
3576661,0
9400887,0
6418228,0
6768384,0
8829367,0
1597511,0
8382938,0
8648738,0
3064946,1
2798219,0
3440900,0
7096802,1
7609033,0
9498250,0
1086516,0
794025,0
11359970,0
6583207,0
10762299,0
8433500,0
9469718,0
1358821,0
9336894,0
2190969,0
725322,0
5138284,0
10533878,0
3209158,0
4973756,0
9545205,0
11404333,1
7562186,0
621987,0
3618671,1
5709130,0
6470587,0
9091092,0
1059377,0
427798,0
6217700,0
9510852,0
2237888,0
10161330,0
1728558,1
5959931,0
10764537,0
9380388,0
3045613,1
4414228,0
1910070,1
2294194,0
8136188,0
8172601,0
172141,1
4924773,0
782090,1
4022984,1
9737036,1
3717694,0
836177,0
293682,0
1754249,0
9436178,0
4372426,1
8979668,0
3705651,0
5076675,1
8008345,0
5536013,0
9079338,0
9271958,0
6024494,0
7825880,0
10007006,0
998978,0
7787800,0
2761946,0
11088067,0
5614844,0
4927303,0
5422894,0
4366557,0
7766185,1
10411489,0
9606482,0
6608135,0
4936053,0
2790995,0
4897374,0
563686,0
10966578,0
955909,0
4478076,0
4932090,1
8627954,0
9844493,0
4259915,0
3731647,0
5483552,0
7690415,0
3067205,0
6102844,0
4951833,0
8270456,0
611033,0
9332546,0
5630083,0
10369589,0
11215447,1
2517247,0
11126615,0
1267513,0
303402,0
2996923,0
1504040,0
2574966,0
8369502,0
3830253,0
10238512,0
7740637,0
9210641,0
6584598,0
3690717,0
4895688,0
10105811,0
5883946,0
2891222,0
3872459,0
8417570,0
3841626,0
3102309,0
9049798,0
8657077,0
10080387,0
3015219,0
1390460,1
1391483,0
3868360,0
7434130,0
6371176,1
9589909,0
3880270,0
5422242,1
8236154,0
3705766,0
7993607,0
2209304,0
5504403,0
2195972,0
2011959,0
7386342,0
6291856,1
7598910,0
2955538,0
8286125,0
11033179,0
993887,0
403187,0
11226454,0
3639544,0
10514403,1
4429060,0
10839803,0
9532512,1
9172366,0
2468195,0
9086835,0
8702837,0
4305947,0
6197621,0
6336392,0
9487141,0
10542403,0
5776364,0
6093151,0
1529407,0
8437477,0
9750452,0
9477019,0
5596749,0
11195160,0
2458273,0
6803104,0
9334526,0
7582725,0
6829458,0
7535981,0
3904451,0
6188341,0
9001107,1
3846228,0
10426784,0
11159287,0
260805,0
2923920,1
2541549,0
11487680,0
1657892,0
518316,0
9135643,0
6506099,0
6424836,0
4018312,0
1195475,0
4784660,0
117531,0
8021290,0
11133857,0
1339935,0
9732754,1
728735,0
7428508,1
3544146,0
1368141,0
9130394,1
8845601,0
10504329,0
7035252,1
10090343,0
3824588,0
9329151,0
4958568,0
2170368,0
7948841,0
3109173,0
7751656,1
4872537,0
7608186,0
613529,0
1798726,0
10074423,0
4243966,0
2718791,1
2056477,0
10728308,1
3116070,0
5557042,1
6955277,0
3881450,0
758553,1
405460,0
6674200,0
8905504,1
1303162,0
9355493,0
56216,0
4698171,0
11224308,1
8527429,0
3883997,0
7833628,0
3815113,0
8828592,0
9836860,1
10077937,0
8220132,0
1351442,0
8627641,1
7714653,1
2044208,0
1672322,1
7945071,0
7028888,0
7545863,1
4495103,0
273407,1
10309570,0
7456592,0
9379149,0
8686281,1
3887264,0
7196146,0
1418792,0
658805,0
3828262,0
8629802,0
3479652,0
3120685,0
2503079,0
5913829,0
1155103,1
5946972,0
7992053,1
4832257,0
6980089,0
10962231,0
6402925,0
5873797,0
3559104,0
8465105,0
1051385,0
9106244,0
5061938,0
4342384,0
9729939,0
5291696,0
5644662,0
11283307,0
2850340,0
8672824,0
8333141,0
9878724,0
9481829,0
5336620,0
7535451,0
1469879,0
7614989,0
2740893,0
7846162,0
10091649,0
7756260,0
8357212,0
11007204,0
9854840,1
6048993,1
4889874,0
2313597,0
3438431,0
9309455,0
3732106,0
10762382,0
1561385,0
6717063,0
4805182,0
3306675,0
8565615,1
9955359,0
1225526,0
5038855,0
5620147,0
6625038,0
3928737,0
5420643,0
11127264,0
7780233,0
5094176,0
3794255,0
1444856,1
8901245,0
4797894,0
905105,0
3223098,0
10015769,1
3201480,0
10276799,0
8574788,0
10260253,0
2509880,0
7706616,0
4786486,0
7896709,0
3096049,0
4259044,0
4549781,1
7869632,0
6706898,0
2981724,0
10614399,0
9566047,0
4829380,0
2423563,0
3479180,1
7904433,1
10960456,0
3467221,0
6341284,0
8791848,1
10709683,0
9455792,0
5619814,0
8794113,0
9311195,0
1498489,0
2656633,0
4160593,0
2571722,0
6620163,0
10564796,0
10768228,0
2364516,0
3766987,0
3468772,0
5375270,0
5870520,0
3068662,0
9498921,1
1211352,0
1181993,0
5574234,0
570372,0
1770335,0
2423352,0
298714,1
6830122,0
1096653,0
2880840,0
4118969,1
9374573,0
3722741,0
5831068,0
5538956,1
6750217,0
4745775,0
9089606,0
4133986,0
4481657,0
417108,0
4742813,0
3702330,0
11206400,0
8191762,0
8876057,0
9523598,0
23704,0
1983996,0
6996019,0
8149359,0
147490,0
116900,1
7837117,0
9609322,0
3829950,0
516212,0
5177161,0
6367496,0
8662889,0
11325014,0
6775505,0
9439248,0
602561,0
8043268,0
568523,0
9890718,0
9527409,0
8255856,0
3679020,1
3268711,0
3284241,0
771898,1
5838421,0
8208184,0
6730195,1
4589763,0
3490856,0
2900190,0
11316679,1
2071783,0
10279334,0
9532968,0
9357124,0
711676,0
3618196,0
546568,1
10553727,0
4596240,0
3291433,1
1719865,0
6557521,1
5124278,0
2500449,0
3561326,0
4954637,0
10670656,1
11148834,0
6635254,0
11056543,0
510973,0
5598698,0
10581524,0
325325,0
3819686,0
9201726,0
10172491,0
4706686,0
9743876,0
5335919,0
10109942,0
4175336,0
1652980,0
5529287,1
866564,0
1791938,0
8029161,0
8488736,0
4564143,0
4772469,0
9917776,1
11157583,0
6968615,0
10780681,0
2393226,0
5110577,0
36850,0
3435837,0
7933290,0
6808603,1
2138938,0
2060136,0
9898705,0
9924511,0
5729582,0
4132541,0
667705,0
8525951,0
3343386,0
8328083,0
4490496,0
10207955,0
9141535,0
4240486,0
9968894,1
6281267,1
5162490,0
11441733,0
5324074,0
2373609,0
265216,0
10327780,0
5277596,1
9291300,0
10876140,0
7197114,0
11030493,0
10372281,0
6793188,0
10584699,0
5965343,0
10225348,0
2485345,0
6510192,0
3993926,0
1325502,0
468716,0
7708126,0
1690007,0
9517919,0
8193058,0
6105746,1
11044368,0
1586833,0
5988281,0
9746931,0
6860922,0
3965816,1
6168816,1
11100057,0
3379446,0
2163628,1
11001532,0
937106,1
7073660,0
6896610,1
8831184,0
11440490,0
4992697,0
1131775,0
2811595,0
1354617,0
6820417,0
8832124,0
7712354,0
7153441,0
1959915,0
3122088,0
7986662,0
534845,0
5358803,0
4646682,0
11418605,0
7255577,0
1710714,0
3797141,0
9942484,1
4464407,0
3972548,0
7956914,1
9151656,0
11470820,0
4150123,0
9435309,0
6470853,0
6158007,1
7073753,0
5320654,0
2021328,0
9929125,0
3052734,0
6783197,0
4652622,0
8444996,0
10643737,1
927349,0
6321852,0
710819,0
6482866,1
3454941,0
9591399,1
6423838,0
9960812,0
3314373,0
11414836,0
371282,0
1017853,0
10847768,0
299965,0
10073430,0
6619219,0
6767511,0
4437894,0
10146614,0
8796810,0
686831,0
5341389,0
1343614,0
4332758,0
5128012,0
2987935,0
4257608,0
1695148,0
1613198,0
1175566,1
5470539,0
8922798,0
6412539,0
14065,1
1482637,0
5478963,0
1259065,0
5812769,0
9138863,0
9966078,0
633673,0
6238261,0
8463536,0
8871853,0
7843193,0
278501,0
5014451,0
8617707,0
4034341,0
4755784,0
2035391,0
1975285,0
6509042,0
7283337,0
4945878,0
1978157,0
10498330,0
4406136,0
5243156,0
11132118,0
3854298,0
494875,1
4357302,0
2329549,1
865906,0
8762255,0
6013521,0
7472606,0
5646559,0
9206740,0
4532580,0
6701457,0
7950318,0
5282165,0
1284102,0
6088065,0
9423580,0
5948372,0
8724060,0
307271,0
6332666,0
9219266,1
5993004,0
3625362,0
8644653,1
9133000,0
5246703,0
7492385,0
6642667,0
5476417,1
8180603,0
642762,0
7567156,0
3101294,0
7896102,0
6798761,0
4716029,0
2527975,0
1730632,0
11173699,0
4675161,0
10554124,0
233110,0
8401825,0
10712779,0
578216,0
9231965,0
10179350,0
5822874,0
9689667,0
1717629,0
421637,0
11048395,0
8376504,0
673790,0
6638378,0
4020193,0
10759488,1
4164312,0
9703924,0
4153007,1
10393176,1
5800648,0
7751953,0
4917096,1
8813443,0
6190914,0
11322988,0
291735,0
1803696,0
7219970,0
5584413,0
8213339,0
7560696,0
376898,0
8658526,0
291355,0
385888,0
3516975,0
1370983,1
6294445,0
5209287,0
9528426,1
3320702,0
6753968,0
4121471,0
4161715,0
1102768,0
8570266,0
11144755,0
7772692,0
10210981,0
420213,0
8751561,0
7765080,0
5187320,1
10024404,0
5352294,0
10445776,0
7191669,0
6266442,0
9046885,0
10418216,0
4227620,0
10588923,0
7318870,0
7340624,0
1785626,0
6124610,0
8877269,1
7061073,1
2203572,0
8128533,0
10429158,0
5231127,0
6917500,0
3176215,0
7057398,0
8191250,0
5081233,0
5594625,1
